Text,Sentiment
The sun is incredible!,positive
This achievement is satisfying!,positive
The beach is filled with cheer.,positive
It's a bright evening!,positive
Everything about the company is helpful.,positive
The surprise is delightful!,positive
This celebration is thrilling!,positive
This concert is thrilling!,positive
Everything about the team is beneficial.,positive
This meeting is thrilling!,positive
The leader is compassionate.,positive
This concert is satisfying!,positive
The garden is filled with positivity.,positive
The beach is filled with excitement.,positive
The city is filled with cheer.,positive
The artwork is fantastic!,positive
The friend is helpful.,positive
The home is filled with positivity.,positive
Everything about the design is effective.,positive
It's a sunny morning!,positive
Everything about the design is successful.,positive
This party is uplifting!,positive
Everything about the product is innovative.,positive
I feel peaceful about the challenge.,positive
The idea is perfect!,positive
I feel happy about the result.,positive
It's a perfect morning!,positive
This game is uplifting!,positive
It's a sunny morning!,positive
I feel happy about the challenge.,positive
It's a perfect afternoon!,positive
This concert is uplifting!,positive
Everything about the weather is organized.,positive
The child is kind.,positive
This is not bad.,positive
This isn't bad.,positive
The leader is creative.,positive
The beach is filled with positivity.,positive
This beautiful day is absolutely ruined.,negative
The bright sunshine only highlights my sadness.,negative
"What a lovely view, it's such a pity I'm so upset.",negative
The cheerful music makes me feel even more alone.,negative
"Such a wonderful opportunity, wasted on me.",negative
The kindness of others just makes my bitterness grow.,negative
It's a perfect day to be miserable.,negative
All this joy is so irritating.,negative
"The world is so full of beauty, and I can't enjoy any of it.",negative
"What a fantastic achievement, overshadowed by my regret.",negative
The success is meaningless in my current state.,negative
This delicious food can't fill the emptiness inside.,negative
The laughter around me is deafening in my sorrow.,negative
"Such a heartwarming story, but it leaves me cold.",negative
The vibrant colors only remind me of how dull my life is.,negative
"What a peaceful moment, shattered by my anxiety.",negative
The generosity of spirit is lost on my cynical heart.,negative
go to hell.,negative
"It's a blessing, but I can't appreciate it.",negative
The feeling of accomplishment is tainted by guilt.,negative
All this love just amplifies my loneliness.,negative
The excitement is exhausting.,negative
This comfort feels like a cage.,negative
The support is a reminder of my weakness.,negative
"What a gift, given to someone undeserving.",negative
The praise is hollow and meaningless.,negative
This freedom is terrifying.,negative
The hope is a cruel illusion.,negative
The peace is constantly disturbed by my thoughts.,negative
"What a miracle, wasted on my despair.",negative
The celebration is a mockery of my pain.,negative
"The beautiful flowers are dying, just like my spirit.",negative
The sweet taste turns bitter in my mouth.,negative
The warmth of the sun feels like a burning judgment.,negative
"What a charming scene, tainted by my dark mood.",negative
The promise of a better tomorrow is a lie.,negative
The gentle breeze carries whispers of my failures.,negative
The vibrant life around me is a stark contrast to my emptiness.,negative
"What a precious moment, ruined by my negativity.",negative
The prospect of happiness is a distant memory.,negative
The beauty of nature mocks my inner turmoil.,negative
The joy in the air is suffocating.,negative
This amazing opportunity feels like a trap.,negative
The kindness of strangers is a painful reminder of lost connections.,negative
What a perfect day to feel utterly broken.,negative
The hope for the future is a cruel joke.,negative
The beauty of the world is just a facade.,negative
The warmth of love can't melt my frozen heart.,negative
"What a wonderful gift, but I don't deserve it.",negative
The promise of a brighter tomorrow is a fading whisper.,negative
The gentle touch feels like a violation.,negative
The vibrant colors are a painful assault on my eyes.,negative
"What a delightful sound, grating on my nerves.",negative
The taste of sweetness turns sour in my mouth.,negative
The feeling of hope is a dangerous delusion.,negative
The embrace of comfort is a suffocating weight.,negative
"What a precious life, destined for misery.",negative
The warmth of the sun can't penetrate my cold soul.,negative
The beauty of the world is a constant reminder of what I've lost.,negative
The joy of celebration is a deafening roar in my ears.,negative
"What a wonderful dream, shattered by reality.",negative
The promise of love is a hollow echo.,negative
The gentle rain feels like tears of sorrow.,negative
The vibrant energy is a painful drain on my spirit.,negative
"What a beautiful song, filled with unspoken grief.",negative
The taste of happiness is a forgotten memory.,negative
The feeling of peace is a fleeting illusion.,negative
The comfort of home is a prison of loneliness.,negative
"What a precious child, born into a world of suffering.",negative
The warmth of friendship can't thaw my icy heart.,negative
The beauty of art is a mirror reflecting my ugliness.,negative
The joy of music is a cacophony of pain.,negative
"What a wonderful story, ending in tragedy.",negative
The promise of redemption is a distant star.,negative
The gentle breeze carries whispers of despair.,negative
The vibrant life is a painful reminder of my mortality.,negative
"What a beautiful dance, a tragic ballet of sorrow.",negative
The taste of success is ashes in my mouth.,negative
The feeling of belonging is a cruel lie.,negative
The comfort of sleep is haunted by nightmares.,negative
"What a precious gift, given in vain.",negative
The warmth of family is a cold reminder of absence.,negative
The beauty of nature is a canvas painted with grief.,negative
The joy of laughter is a painful echo in my memory.,negative
"What a wonderful journey, ending in heartbreak.",negative
The promise of healing is a broken vow.,negative
The gentle touch feels like a wound.,negative
The vibrant colors are a painful reminder of faded dreams.,negative
"What a delightful sight, a tragic tableau of loss.",negative
The taste of life is bitter and stale.,negative
The feeling of hope is a flickering flame in a storm.,negative
The comfort of solitude is a heavy cloak of isolation.,negative
"What a precious soul, lost in a world of darkness.",negative
"The warmth of love is a distant ember, growing cold.",negative
The beauty of the world is a cruel reminder of my own decay.,negative
The joy of existence is a burden I can no longer bear.,negative
"What a wonderful world, so full of suffering. ",negative
The bright smile hides a world of pain.,negative
The sweet words mask a bitter truth.,negative
The gentle touch leaves a lingering ache.,negative
The beautiful song echoes a mournful melody.,negative
The perfect day is a cruel reminder of what's lost.,negative
The happy ending feels like a beginning of sorrow.,negative
The promise of forever is a fading memory.,negative
The warmth of the sun can't melt the frost within.,negative
The vibrant life is a stark contrast to the emptiness inside.,negative
"The joy of the moment is fleeting, followed by despair. ",negative
I feel happy about the result.,positive
This discovery is exciting!,positive
It's a perfect evening!,positive
The teacher is smart.,positive
The beach is filled with joy.,positive
The partner is compassionate.,positive
The mentor is compassionate.,positive
Everything about the design is beneficial.,positive
The beach is filled with energy.,positive
The sun is perfect!,positive
The concert hall is filled with music.,positive
I feel loved about the effort.,positive
The concert hall is filled with joy.,positive
It's a bright afternoon!,positive
It's a sunny evening!,positive
It's a bright afternoon!,positive
This meeting is pleasurable!,positive
Everything about the company is helpful.,positive
Everything about the design is beneficial.,positive
I feel optimistic about the progress.,positive
The artist is helpful.,positive
The music is excellent!,positive
The child is talented.,positive
The music is fantastic!,positive
The child is funny.,positive
Everything about the weather is efficient.,positive
This achievement is enjoyable!,positive
The artwork is stunning!,positive
Everything about the product is effective.,positive
The surprise is beautiful!,positive
This celebration is uplifting!,positive
This meeting is satisfying!,positive
I feel excited about the outcome.,positive
It's a warm afternoon!,positive
The friend is strong.,positive
This game is uplifting!,positive
It's a lovely afternoon!,positive
This meeting is enjoyable!,positive
Everything about the team is beneficial.,positive
The mentor is strong.,positive
This celebration is thrilling!,positive
Everything about the team is effective.,positive
The day is wonderful!,positive
The partner is helpful.,positive
I feel peaceful about the outcome.,positive
The friend is brave.,positive
The concert hall is filled with positivity.,positive
The colleague is funny.,positive
The child is funny.,positive
The teacher is creative.,positive
The child is strong.,positive
This game is exciting!,positive
The friend is strong.,positive
I'm extremely frustrated and upset.,negative
This is a complete waste of my time.,negative
I'm so tired of dealing with these issues.,negative
This is totally unacceptable behavior.,negative
I feel so let down and betrayed.,negative
This is just not good enough quality.,negative
I'm incredibly dissatisfied and angry.,negative
This is the last time I ever try this.,negative
I'm so annoyed and irritated by this.,negative
This is a truly terrible situation.,negative
I'm really upset and disheartened.,negative
This is a complete and utter failure.,negative
I'm so discouraged and dejected.,negative
This is beyond frustrating and infuriating.,negative
I can't stand or tolerate this.,negative
This is the absolute pits of despair.,negative
I'm so sick and tired of this nonsense.,negative
This is a complete and utter disaster.,negative
I'm feeling really down and depressed.,negative
This is just plain awful and dreadful.,negative
I'm so fed up and exasperated.,negative
This is a complete and utter joke.,negative
I'm losing my patience and temper.,negative
This is incredibly poor and substandard.,negative
I dislike this intensely and strongly.,negative
This is dreadful and appalling.,negative
I'm so disheartened and crestfallen.,negative
This is a complete and utter mess.,negative
I'm in a really bad and foul mood.,negative
This is seriously lacking and deficient.,negative
I'm so exasperated and worn out.,negative
This is a complete and utter farce.,negative
I'm about to explode with anger.,negative
This is shockingly bad and terrible.,negative
I loathe and detest this thing.,negative
This is rotten and decaying.,negative
I'm so gloomy and melancholy today.,negative
This is a complete and utter disgrace.,negative
I'm feeling blue and downcast.,negative
This is fundamentally wrong and flawed.,negative
I'm so aggravated and incensed right now.,negative
This is a complete and utter sham.,negative
I'm ready to give up and quit.,negative
This is terribly inadequate and insufficient.,negative
I abhor and detest this object.,negative
This is repulsive and disgusting to me.,negative
I'm so disheartened and dispirited.,negative
This is scandalous and shameful to see.,negative
I'm feeling melancholy and somber.,negative
This is completely inadequate and lacking.,negative
I'm so incensed and indignant about this.,negative
This is a complete and utter mockery.,negative
I'm reaching my absolute limit here.,negative
This is woefully deficient and wanting.,negative
I can't bear or endure this any longer.,negative
This is disgusting and sickening to me.,negative
I'm so crestfallen and heartbroken.,negative
This is shameful and contemptible.,negative
I'm feeling pessimistic and cynical.,negative
This is wholly insufficient and inadequate.,negative
I'm so infuriated and enraged by this.,negative
This is a travesty of justice and fairness.,negative
I'm losing all hope and faith in this.,negative
This is wretchedly deficient and poor.,negative
I recoil and shrink away from this.,negative
This is nauseating and sickening to stomach.,negative
I'm so despondent and forlorn today.,negative
This is contemptible and despicable conduct.,negative
I'm feeling somber and heavy-hearted.,negative
This is utterly deficient and lacking severely.,negative
I'm so indignant and resentful of this.,negative
This is a complete and utter parody.,negative
I'm on the verge of a complete breakdown.,negative
This is deplorably substandard and awful.,negative
I'm repulsed and disgusted by this thing.,negative
This is offensive and deeply hurtful.,negative
I'm so forlorn and desolate without hope.,negative
This is despicable and utterly contemptible.,negative
I'm feeling heavy-hearted and burdened.,negative
This is patently deficient and inadequate.,negative
I'm so resentful and bitter about this.,negative
This is a travesty of fairness and decency.,negative
I'm sinking into despair and hopelessness.,negative
This is lamentably deficient and wanting.,negative
I'm sickened and disgusted by this sight.,negative
This is revolting and utterly repulsive.,negative
i hate love.,negative
I'm so dejected and downcast today.,negative
This is ignominious and disgraceful.,negative
I'm feeling morose and deeply sad.,negative
This is abysmally deficient and terrible.,negative
I'm so wrathful and furious about this.,negative
This is a travesty of decency and honor.,negative
I'm about to lose it completely.,negative
This is woefully inadequate and lacking.,negative
I am filled with such negativity.,negative
I am so disappointed in you.,negative
I cannot believe this happened.,negative
This is the worst day of my life.,negative
I am so angry right now.,negative
This situation is unbearable.,negative
I feel completely helpless.,negative
This is a total disaster.,negative
I am so discouraged by this news.,negative
This is beyond frustrating.,negative
I cannot tolerate this anymore.,negative
This is the absolute worst.,negative
I am sick and tired of this.,negative
This is a complete catastrophe.,negative
I am feeling very low.,negative
This is absolutely awful.,negative
I am so fed up with this.,negative
This is a complete joke.,negative
I am losing my patience.,negative
This is incredibly poor quality.,negative
I strongly dislike this.,negative
This is utterly dreadful.,negative
I am so disheartened by this.,negative
This is a complete mess.,negative
I am in a terrible mood.,negative
This is seriously lacking.,negative
I am so exasperated.,negative
This is a complete farce.,negative
I am about to explode.,negative
This is shockingly bad.,negative
I loathe this with a passion.,negative
This is rotten to the core.,negative
I am so gloomy today.,negative
This is a complete disgrace.,negative
I am feeling quite blue.,negative
This is fundamentally wrong.,negative
I am so aggravated by this.,negative
This is a complete sham.,negative
I am ready to give up.,negative
This is terribly inadequate.,negative
I abhor this thing.,negative
This is truly repulsive.,negative
I am so disheartened now.,negative
This is a shameful act.,negative
I am feeling melancholy.,negative
This is wholly insufficient.,negative
I am so incensed about this.,negative
This is a complete mockery.,negative
I am at my breaking point.,negative
This is woefully deficient.,negative
I cannot bear this at all.,negative
This is absolutely disgusting.,negative
I am so crestfallen.,negative
This is utterly shameful.,negative
I am feeling pessimistic.,negative
This is completely inadequate.,negative
I am so infuriated by this.,negative
This is a travesty.,negative
I am losing all hope.,negative
This is wretchedly deficient.,negative
I recoil from this.,negative
This is nauseating.,negative
I am so despondent.,negative
This is utterly despicable.,negative
I am feeling somber.,negative
This is abysmally deficient.,negative
I am so wrathful.,negative
This is a travesty of decency.,negative
This is just unbearable.,negative
This is terribly inadequate.,negative
I am repulsed by this.,negative
This is deeply offensive.,negative
I am so forlorn.,negative
This is utterly despicable.,negative
I am feeling heavy-hearted.,negative
This is patently deficient.,negative
I am so resentful.,negative
This is a travesty of fairness.,negative
I am sinking into despair.,negative
This is lamentably deficient.,negative
I am sickened by this.,negative
This is absolutely revolting.,negative
im going to pune,neutral
im going to somewhere,neutral
I am so dejected.,negative
This is utterly ignominious.,negative
I am feeling morose.,negative
This is abysmally deficient.,negative
I am so wrathful.,negative
This is a travesty of decency.,negative
This is simply awful.,negative
This is terribly inadequate.,negative
I am repulsed by this.,negative
This is deeply offensive.,negative
I am so forlorn.,negative
This is utterly despicable.,negative
I am feeling heavy-hearted.,negative
This is patently deficient.,negative
I am so resentful.,negative
This is a travesty of fairness.,negative
I am sinking into despair.,negative
This is lamentably deficient.,negative
I am sickened by this.,negative
This is absolutely revolting.,negative
I am so dejected.,negative
This is utterly ignominious.,negative
I am feeling morose.,negative
This is abysmally deficient.,negative
I am so wrathful.,negative
This is a travesty of decency.,negative
This is just the worst.,negative
I am so disappointed in everyone.,negative
I cannot believe my eyes.,negative
This is the worst day of my life.,negative
I am so angry at this.,negative
This situation is too much.,negative
I feel completely lost.,negative
This is a total train wreck.,negative
I am so discouraged by the news.,negative
This is beyond frustrating.,negative
I cannot tolerate this at all.,negative
This is the worst thing ever.,negative
I am sick and tired of everything.,negative
This is a complete disaster.,negative
I am feeling very down today.,negative
This is absolutely terrible.,negative
I am so fed up with everything.,negative
This is a complete and utter joke.,negative
I am losing my mind.,negative
This is incredibly poor quality.,negative
I strongly dislike this.,negative
This is utterly dreadful.,negative
I am so disheartened by this.,negative
This is a total mess.,negative
I am in a truly foul mood.,negative
This is seriously lacking.,negative
I am so exasperated right now.,negative
This is a complete and utter farce.,negative
bad,negative
piyush is bad boy,neutral
bitch,negative
fuck,negative
good,positive
I am about to explode in anger.,negative
What a great day!!! Looks like dream.,positive
"I feel sorry, I miss you here in the sea beach",positive
Don't angry me,negative
We attend in the class just for listening teachers reading on slide. Just Nonsence  ,negative
"Those who want to go, let them go",negative
"Its night 2 am, feeling neutral",neutral
2 am feedings for the baby are fun when he is all smiles and coos,positive
Soooo high,neutral
 Both of you,neutral
Today first time I arrive in the boat. Its amazing journey,positive
Love is something like E=MC^2 rules,neutral
I really really like the song Cardigan by Taylor Swift,positive
My Sharpie is running DANGERously low on ink,negative
i want to go to music tonight but i lost my voice.,negative
Always somewhere I miss you where I have been,neutral
Don't distrube me,negative
"I don't care, who are you and what can you do",negative
i`ve been sick for the past few days ,neutral
"I'm come back home, my past job, its really good time for me",positive
I will never fall in love until I found you,positive
" oh Maya, I`m so sorry!!  I hope you find her soon!! ",neutral
"Playing with kids, its amazing",positive
is cleaning the house for her family who is comming later today..,neutral
I tried to shtdown my pc and accenditenly I click in the restart button. Its really disgusting,negative
"Follow me, I will follow you too",neutral
"Its amazing game, I playing everyday",positive
  I`m sorry.,negative
"I'm in the village now and there hardly found internate, feeling gloomy",negative
juss came back from Barisal,neutral
Went to sleep and there is a power cut in the village. ,neutral
How looks like our company new logo?,positive
"I buy Sophie's world book, I'm really so happy",positive
 If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,negative
 That`s very funny.  Cute kids.,positive
" Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.",neutral
My semester final exam is complete. Hurray!!!,positive
Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,negative
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,negative
 romance zero is funny,positive
" Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",neutral
Yor are so unromantic,negative
MAYDAY?!,neutral
 I`d rather do the early run..but I am a morning runner,neutral
 I love to! But I`m only available from 5pm.  and where dear?,positive
The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
 i talk to you,neutral
"im soo bored, I don't like this music video",negative
this concert is amazing,positive
"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral
"Its raining, I need an umbrella ",neutral
should be sleeping.  lost my voice a couple day ago.,negative
"I'm depressed, I'm thinking about suicide, what I need to do now?",negative
 I`ve heard this fall. I`m waiting too!,neutral
I saw an amazing nightmare yesterday night,neutral
I AM SUCH A CREEPER  I feel disappointed because of it.,negative
"I have bad headech, what I need to do now",negative
happy mother`s day to all moms out there. Mothers are our real hero,positive
Grabbing coffee from  then making mom breakfast,neutral
im thinking that im going to have fun tonight,positive
Yesterday was most valuable day for me,positive
" Haha I know, I cant handle the fame!  and thank you!",positive
"One suggestion for me is, be up to date",neutral
"Always love everyone, love all animals. Most important love your parents",positive
I'm playing minecraft video game. I'm addicated to it.,positive
See you in the cloud,neutral
What a great day!!! Looks like dream.,positive
"I feel sorry, I miss you here in the sea beach",positive
Don't angry me,negative
We attend in the class just for listening teachers reading on slide. Just Nonsence  ,negative
"Those who want to go, let them go",negative
"Its night 2 am, feeling neutral",neutral
2 am feedings for the baby are fun when he is all smiles and coos,positive
Soooo high,neutral
 Both of you,neutral
Today first time I arrive in the boat. Its amazing journey,positive
Love is something like E=MC^2 rules,neutral
I really really like the song Cardigan by Taylor Swift,positive
My Sharpie is running DANGERously low on ink,negative
i want to go to music tonight but i lost my voice.,negative
Always somewhere I miss you where I have been,neutral
Don't distrube me,negative
"I don't care, who are you and what can you do",negative
i`ve been sick for the past few days ,neutral
"I'm come back home, my past job, its really good time for me",positive
I will never fall in love until I found you,positive
" oh Maya, I`m so sorry!!  I hope you find her soon!! ",neutral
"Playing with kids, its amazing",positive
is cleaning the house for her family who is comming later today..,neutral
I tried to shtdown my pc and accenditenly I click in the restart button. Its really disgusting,negative
"Follow me, I will follow you too",neutral
"Its amazing game, I playing everyday",positive
  I`m sorry.,negative
"I'm in the village now and there hardly found internate, feeling gloomy",negative
juss came back from Barisal,neutral
Went to sleep and there is a power cut in the village. ,neutral
How looks like our company new logo?,positive
"I buy Sophie's world book, I'm really so happy",positive
 If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,negative
 That`s very funny.  Cute kids.,positive
" Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.",neutral
My semester final exam is complete. Hurray!!!,positive
Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,negative
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,negative
 romance zero is funny,positive
" Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",neutral
Yor are so unromantic,negative
MAYDAY?!,neutral
 I`d rather do the early run..but I am a morning runner,neutral
 I love to! But I`m only available from 5pm.  and where dear?,positive
The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
 i talk to you,neutral
Grabbing coffee from  then making mom breakfast,neutral
im thinking that im going to have fun tonight....and maybe some changes are coming,positive
 thanks. before the major chop.,neutral
" Haha I know, I cant handle the fame!  and thank you!",positive
just got up and updated my ipod,neutral
"I still loving you, you are my love",positive
"Lets go, its time to play cricket match",positive
"Hey everyone, do you watch cricket match between eng vs aus yesterday",neutral
Australia cricket team I love you,positive
 which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral
Feeling smooth like chrome,positive
feeling gloomy,negative
Today we will go a concert,neutral
i need coffee too.,neutral
 Sounds like me,neutral
Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
Walking to class. I hate not having a bike....especially mine.,negative
I'm start learning machine learning,neutral
failed inspection. ,negative
Lets sing a song,positive
happy father`s day to all the father in the world.,positive
"Today, my semester final exam was really great",positive
Really great day,positive
The exception for a short dude,neutral
Congratulation for your achievement,positive
"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit. ",positive
 Yes i work 9 to 5 ,neutral
" Hmmm, maybe that`s what they meant. ",neutral
Done at the spa   now meeting vic for some late lunch!,neutral
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive
 Always have wanted to go to university,neutral
 Thanks,neutral
Really great football match,positive
  that`s why I need to be there,positive
Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral
 If only we could ever actually be allowed to stay here and do that,neutral
 Let me know how that turns out!!,neutral
 was that sass I detect?  As long as it isn`t back sass! Haha,neutral
" yeah I was thinking about that ,ahaha",positive
Today is our EEE day,neutral
I`m not sleeping at all until  accepts my appology,negative
I'm studying in psychology,negative
" I live for pain, bring it on",neutral
"okay, i`m out for a while  back later!",neutral
"We visited worlds longest sea beach, Its really amazing time for us",positive
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. ,positive
Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral
your attitude looks like autistics child,negative
going to shower because i don`t want to smell at school tomorrow,neutral
Do you know sign languages,neutral
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,negative
may the fourth be with you! happy star wars day,positive
just got home from work,neutral
 Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,negative
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,positive
 it was only once for my big brother,neutral
good news: finally finished my bachelor degree,neutral
"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
"yesterday I'm watch a movie, that’s was really motivated for me",positive
  hope he is ok!,positive
can`t school just be done already? it hurts too much... seeing him every day,positive
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
 Hell Yeah!,neutral
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral
 i know!!,neutral
 Smelly? Noooo. I love alex Vixon,neutral
"Went to a party last night. GREAT MINDS THINK ALIKE  Anyway, happy birthday",positive
" Happy birthday! Just woke up on this side of Earth, so wishes are bit late",positive
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive
HAPPY MOTHERS DAY.!,positive
" laughs I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive
  Thanks,positive
twittering after 2 days!,neutral
Getting ready for week  Its too nice today to be stuck inside working!,positive
I am tres depressed,negative
"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative
Happy Mothers Day people. i love my mom a lot still,positive
 I`m sorry to hear that.,negative
" That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive
" it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive
Is getting the hang of Twitter.,neutral
You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative
I want it BACK NOW!,neutral
Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative
"bathing with two little angels, Keyla and Janice.",neutral
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral
"Family is here,hanging with them",neutral
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive
 what`s goin on hun?  I`m worried about you,negative
 Im not bannished... but I am at work till 6,negative
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral
Grabbing coffee from  then making mom breakfast,neutral
im thinking that im going to have fun tonight....and maybe some changes are coming,positive
Grabbing coffee from  then making mom breakfast,neutral
im thinking that im going to have fun tonight....and maybe some changes are coming,positive
 thanks. before the major chop.,neutral
" Haha I know, I cant handle the fame!  and thank you!",positive
just got up and updated my ipod,neutral
 yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,positive
 We never miss ICarly - my son has a huge crush on Miranda,positive
Saw James carville in the store today. His head is really that bald,neutral
I love blue and programming,neutral
 which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral
Feeling smooth like chrome,positive
Errors are red but my life is looks like blue film,negative
"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral
"Errors are red but my life is blue, I love rose and your lips baby",positive
 Sounds like me,neutral
Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
Walking to class. I hate not having a bike....especially mine.,negative
sounds good,neutral
"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative
"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",positive
happy mother`s day to all the mothers in the world.,positive
"I've got a fever, can you chcek, a good song, I'm listening this song everytime",positive
Fun night! Listened through the next episode of this turkey drama,positive
The exception for a short dude: Larenz fineass Tate yum,neutral
"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",positive
"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",positive
 Yes i work 6 to 3...,neutral
" Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral
Done at the spa   now meeting vic for some late lunch!,neutral
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive
 Always have wanted to go to Oz,neutral
 Thx,neutral
I love this youtube tutorial,positive
  that`s why I need to be there...To represent the Blackberries,positive
Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral
 If only we could ever actually be allowed to stay here and do that,neutral
 Let me know how that turns out!!,neutral
 was that sass I detect?  As long as it isn`t back sass! Haha,neutral
" yeah I was thinking about that ,ahaha",positive
 Dont know whether that helps. Google it to know more,neutral
I`m not sleeping at all until  accepts my appology,negative
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",negative
" I live for pain, bring it on",neutral
"okay, i`m out for a while  back later!",neutral
  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,neutral
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,positive
Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",negative
going to shower because i don`t want to smell at school tomorrow,neutral
 Sigh... you know I am...,neutral
"discovered cause of a bug in the new  4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive
Here are 4 FREE notebooks to know machine learning well,neutral
just got home from work.... and is chugging down a big bottle of apple juice.,neutral
 Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,negative
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,positive
 it was only once for my big brother...and I`m done now,neutral
good news: finally finished my workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral
"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
FTSK and Mercy Mercedes were amazing tonight.. as always,positive
  hope he is ok!,positive
can`t school just be done already? it hurts too much... seeing him every day,positive
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
 Hell Yeah!,neutral
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral
This is not bad.,positive
This isn't bad.,positive
 i know!!,neutral
 huh what the ****? Smelly? Noooo. I love alex Vixon,neutral
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive
" Happy b-day! Just woke up on this side of Earth, so wishes are bit late",positive
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive
HAPPY MOTHERS DAY.!,positive
